"","varbtwn_start","varwin_start","varbtwn_end","varwin_end","turnover","carriers","tenure_end","cond","rep_no","b1","b2","b3","alienate","r0","r1","r2","select","s0","s1"
"1",1.12044255694182,0.0950474142291856,0.326469013461889,0.0993882595736764,0.0358402203856749,0.732441677855907,34.4792412248423,1,1,0,0.3,0.1,1,0.01,1,0.06,1,0.1,0.01
"2",1.12044255694182,0.0950474142291856,0.223096493319474,0.106938139500557,0.0384113865932048,0.768415952363187,31.068239810434,1,1,0,0.3,0.1,1,0.01,1,0.06,1,0.1,0.03
"3",1.12044255694182,0.0950474142291856,0.27280064332898,0.655725748820316,0.0217355371900826,0.925708608735782,49.7242602154901,1,1,0,0.3,0.1,1,0.01,1,0.06,1,1,0.01
"4",1.12044255694182,0.0950474142291856,0.286095955908578,0.681222916260655,0.0225068870523416,0.916139418173114,51.727997617896,1,1,0,0.3,0.1,1,0.01,1,0.06,1,1,0.03
"5",1.12044255694182,0.0950474142291856,0.583810338809722,1.43594785837656,0.0108815426997245,0.967202963337832,70.9508682297735,1,1,0,0.3,0.1,1,0.01,1,0.06,1,10,0.01
"6",1.12044255694182,0.0950474142291856,0.467611421424915,1.85191234032904,0.0107805325987144,0.949510501932135,72.2943340528136,1,1,0,0.3,0.1,1,0.01,1,0.06,1,10,0.03
"7",1.12044255694182,0.0950474142291856,0.26415892338153,0.121782348552172,0.0461248852157943,0.815809393668257,21.9455555555556,1,1,0,0.3,0.1,1,0.03,1,0.06,1,0.1,0.01
"8",1.12044255694182,0.0950474142291856,0.0717211141154889,0.16591032748114,0.0464279155188246,0.78776207867491,22.320353639172,1,1,0,0.3,0.1,1,0.03,1,0.06,1,0.1,0.03
"9",1.12044255694182,0.0950474142291856,0.313057559654693,0.618233013473081,0.0363085399449036,0.9515485075969,25.6667490977473,1,1,0,0.3,0.1,1,0.03,1,0.06,1,1,0.01
"10",1.12044255694182,0.0950474142291856,0.278729684170218,0.591825791136734,0.0365472910927456,0.940328400247675,27.4049599223621,1,1,0,0.3,0.1,1,0.03,1,0.06,1,1,0.03
"11",1.12044255694182,0.0950474142291856,0.226552657520544,1.58020364515902,0.0295316804407714,0.987177897338743,32.9908970442725,1,1,0,0.3,0.1,1,0.03,1,0.06,1,10,0.01
