"","varbtwn_start","varwin_start","varbtwn_end","varwin_end","turnover","carriers","tenure_end","cond","rep_no","b1","b2","b3","alienate","r0","r1","r2","select","s0","s1"
"1",1.12044255694182,0.0950474142291856,1.02101560639449,0.615141266015978,0.0235537190082645,0,34.0200376633079,1,1,0,0.3,0.1,1,0.01,0.1,0.06,1,0.1,1
"2",1.12044255694182,0.0950474142291856,0.81967771935134,1.0764589917579,0.0413314967860422,0,21.4849480421458,1,1,0,0.3,0.1,1,0.01,0.1,0.06,1,1,1
"3",1.12044255694182,0.0950474142291856,2.59574474059425,9.59866556682226,0.0445362718089991,0,18.577107461883,1,1,0,0.3,0.1,1,0.01,0.1,0.06,1,10,1
"4",1.12044255694182,0.0950474142291856,1.11863158290127,0.0916556722842747,0.00994490358126722,0,75.6770890666798,1,1,0,0.3,0.1,1,0.01,1,0.06,1,0.1,1
"5",1.12044255694182,0.0950474142291856,1.12341194620045,0.631725645232789,0.0141873278236915,0,68.9526262127793,1,1,0,0.3,0.1,1,0.01,1,0.06,1,1,1
"6",1.12044255694182,0.0950474142291856,1.21228561291361,7.62717027964057,0.0289439853076217,0,52.0845452022452,1,1,0,0.3,0.1,1,0.01,1,0.06,1,10,1
"7",1.12044255694182,0.0950474142291856,1.11514088004525,0.0968269782695613,0.0103213957759412,0,76.0298444744241,1,1,0,0.3,0.1,1,0.01,10,0.06,1,0.1,1
"8",1.12044255694182,0.0950474142291856,1.12770902073485,0.830075792145188,0.00971533516988063,0,76.3679792811186,1,1,0,0.3,0.1,1,0.01,10,0.06,1,1,1
"9",1.12044255694182,0.0950474142291856,1.17827472291631,6.44970762458581,0.0148760330578512,0,66.4570354085095,1,1,0,0.3,0.1,1,0.01,10,0.06,1,10,1
"10",1.12044255694182,0.0950474142291856,0.208910423165633,0.346068124190201,0.0458402203856749,0,17.2525114197779,1,1,0,0.3,0.1,1,0.03,0.1,0.06,1,0.1,1
"11",1.12044255694182,0.0950474142291856,0.23295045070939,1.03176421255915,0.0525711662075298,0,16.2775552617511,1,1,0,0.3,0.1,1,0.03,0.1,0.06,1,1,1
"12",1.12044255694182,0.0950474142291856,2.14437618244319,10.2993609580481,0.0550137741046832,0,16.3159876446254,1,1,0,0.3,0.1,1,0.03,0.1,0.06,1,10,1
"13",1.12044255694182,0.0950474142291856,0.330218745070624,0.537364031232896,0.0318457300275482,0,26.9527016216024,1,1,0,0.3,0.1,1,0.03,1,0.06,1,0.1,1
"14",1.12044255694182,0.0950474142291856,0.385543165427373,0.984327846227623,0.0360606060606061,0,24.2235113127163,1,1,0,0.3,0.1,1,0.03,1,0.06,1,1,1
"15",1.12044255694182,0.0950474142291856,1.95803465552967,9.86477757342792,0.0483287419651056,0,19.2582020099801,1,1,0,0.3,0.1,1,0.03,1,0.06,1,10,1
