"","varbtwn_0","varwin_0","varbtwn_100","varwin_100","varbtwn_200","varwin_200","varbtwn_300","varwin_300","turnover","carriers","sim_no","socialize","b0","b1","b2","b3","eps_soc","alienate","r0","r1","r2","select","s0","s1","eps_hire"
"105",3.79374863266331,99.8326526335637,7.3489956818715,57.8997123540102,4.81001610582709,44.9520994742985,5.16215651973681,36.7923163090156,0.0896160944998154,NA,2,0,0,0,0,0,0,1,0.03,1,0.1,1,10,0.01,0.1
"106",2.83206296177502,96.9202172416096,3.46257753777949,95.1640189488125,3.14602634834206,94.9608003210337,3.19241450879079,95.7195390061348,0.0496050203026947,NA,2,0,0,0,0,0,0,1,0.03,10,0.1,0,10,0.01,10
"107",1.20701952337736,0.0107779092739204,0.0968485711023285,0.136376370790409,0.0523215699653764,0.0382058576987404,0.0127400314288429,0.0249982625623075,0.0298154300479882,NA,2,0,0,0,0,0,0,1,0.03,10,0.1,1,0.1,0.01,0
"108",0.709464763107582,0.00996251884023604,0.0379843355642855,0.12092641163535,0.00690634275487035,0.0345046668379943,0.000764477070408147,0.00623174161587794,0.0300959763750461,NA,2,0,0,0,0,0,0,1,0.03,10,0.1,1,0.1,0.01,0.1
"109",0.823247793371689,1.05442798959244,0.08625297270633,0.904810355428305,0.0687962649681761,0.705447236150883,0.0309688739117836,0.61757071169571,0.0303100775193798,NA,2,0,0,0,0,0,0,1,0.03,10,0.1,1,1,0.01,0
"110",1.28448742508134,0.9579677478586,0.164144046556728,1.00327331401418,0.197078413347821,0.683306351017639,0.0689644630304291,0.672505468054399,0.030077519379845,NA,2,0,0,0,0,0,0,1,0.03,10,0.1,1,1,0.01,0.1
"111",3.63664958706522,93.6168643097362,11.973198935909,49.4764717725205,4.07236711681145,47.2481482484519,6.40505184442195,40.6750719805864,0.045765965300849,NA,2,0,0,0,0,0,0,1,0.03,10,0.1,1,10,0.01,0
"112",5.96564121390465,101.037271339011,9.3368890462296,57.2802923377435,5.57445172085335,49.5518808582885,8.3556179117962,41.1374328814258,0.0447397563676633,NA,2,0,0,0,0,0,0,1,0.03,10,0.1,1,10,0.01,0.1
"113",5.58702307867629,103.698435180675,0.00295958563774296,0.0789808538681856,0.000388093570853857,0.0116376810471471,0.00380523177157945,0.120102434682224,0.0300221483942414,NA,2,1,0.05,0.3,0.3,0.1,0,0,0.03,0,0,0,10,0.01,10
"114",1.10014450936993,0.00987947354255855,2.70213539822865e-06,1.82775875111403e-05,4.5196113029086e-07,1.3340532956675e-05,1.94477709874829e-07,5.63836388161937e-06,0.0298449612403101,NA,2,1,0.05,0.3,0.3,0.1,0,0,0.03,0,0,1,0.1,0.01,0
"115",0.961289681832825,0.0103671090251657,1.90999508961354e-06,3.75064233162539e-05,5.11597618798029e-07,1.47730532736633e-05,1.19171746427334e-06,3.56250946121326e-05,0.0304724990771502,NA,2,1,0.05,0.3,0.3,0.1,0,0,0.03,0,0,1,0.1,0.01,0.1
"116",0.859615264789452,1.03020331355418,1.57241893584423e-05,0.000445056730660825,5.26322925759262e-06,0.000179890302239407,1.8500650987277e-05,0.000544586773030298,0.030406053894426,NA,2,1,0.05,0.3,0.3,0.1,0,0,0.03,0,0,1,1,0.01,0
"117",1.08256217238014,0.934363336962876,1.02812171219177e-05,0.000284442553179299,1.9505888024213e-05,0.000578529804164359,4.34347488291764e-05,0.00129869662139651,0.0298228128460687,NA,2,1,0.05,0.3,0.3,0.1,0,0,0.03,0,0,1,1,0.01,0.1
"118",5.85825861505945,94.9085306985752,0.000270583563602583,0.00892555460813857,0.00267925444203814,0.0678579902726783,0.000122733060825158,0.00343665323589487,0.0298781838316722,NA,2,1,0.05,0.3,0.3,0.1,0,0,0.03,0,0,1,10,0.01,0
"119",6.28162736318647,108.140397851852,0.000273347728979841,0.00732346018261926,0.00243310014327142,0.0725476887422191,0.0015355886736046,0.0366934158416277,0.0296013289036545,NA,2,1,0.05,0.3,0.3,0.1,0,0,0.03,0,0,1,10,0.01,0.1
"120",3.33374049053159,96.4121248114673,0.00284140849611348,0.0857704024964702,0.00388940600504354,0.116363723664004,0.00176959894582613,0.0552684145795624,0.0387486157253599,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,0.1,0.1,0,10,0.01,10
"121",0.670741491722779,0.0104090261298184,1.96853273190436e-07,4.68245239206242e-06,4.58067474835347e-07,1.37368712306097e-05,5.92579239408907e-08,1.7576014344635e-06,0.033547434477667,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,0.1,0.1,1,0.1,0.01,0
"122",0.965318515943316,0.00971727456612844,1.89543250890774e-06,5.40318799034949e-05,5.45190467636781e-07,1.90094482757414e-05,8.4971194701284e-07,2.51662159524407e-05,0.033687707641196,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,0.1,0.1,1,0.1,0.01,0.1
"123",1.18232849406099,0.959099791110105,2.83215478675781e-06,8.3286837992407e-05,2.44785579191391e-05,0.000751718050783336,2.35624416815688e-05,0.000724300537891086,0.0339165743816907,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,0.1,0.1,1,1,0.01,0
"124",0.807621728089675,1.02772354213574,6.87463553460756e-06,0.000193564948725085,7.86133490459838e-06,0.000231687731230085,1.10094161760502e-05,0.000324762441917364,0.0350609080841639,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,0.1,0.1,1,1,0.01,0.1
"125",4.37998935156121,98.8518418836968,0.00656900985528567,0.18833753477167,0.00354039209999963,0.105649760903334,0.00174914157910882,0.0528212200329467,0.0378995939461056,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,0.1,0.1,1,10,0.01,0
"126",5.32499850366572,98.4344778447712,0.00135474246531782,0.0391280785613645,0.00205900937263744,0.0619023001681289,0.00456607245454906,0.145175141129719,0.0375267626430417,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,0.1,0.1,1,10,0.01,0.1
"127",4.22527074111745,101.071496788369,0.00147552458408229,0.055242673776532,0.000979070949345196,0.0296166356484437,0.0021754491950704,0.0661413165719022,0.0335548172757475,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,1,0.1,0,10,0.01,10
"128",1.05162951158249,0.010678033926417,9.06785195215275e-07,2.54910054842816e-05,2.09193471227157e-07,7.38910147770819e-06,2.74910954356402e-07,8.13807131491458e-06,0.030671834625323,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,1,0.1,1,0.1,0.01,0
