"","varbtwn_start","varwin_start","varbtwn_end","varwin_end","turnover","carriers","tenure_end","emps_end","cond","rep_no","b1","b2","b3","alienate","r0","r1","r2","select","s0","s1"
"12",1.16537147231823,0.0998193098155639,1.43993870529193,9.89088718268904,0.046712580348944,0,11,1,1,1,0,0.3,0.1,1,0.01,0.1,0.06,1,10,1
"13",1.16537147231823,0.0998193098155639,1.17972286454918,0.0965141690954287,0.0101469237832874,0,67,2,1,1,0,0.3,0.1,1,0.01,1,0.06,1,0.1,1
"14",1.16537147231823,0.0998193098155639,1.1648047744023,0.669413903961403,0.013921028466483,0,49,1,1,1,0,0.3,0.1,1,0.01,1,0.06,1,1,1
"15",1.16537147231823,0.0998193098155639,1.18366521845197,7.61217542030671,0.0270707070707071,0,23,2,1,1,0,0.3,0.1,1,0.01,1,0.06,1,10,1
"16",1.16537147231823,0.0998193098155639,1.15927446809423,0.0992030979609456,0.0095959595959596,0,69.5,2,1,1,0,0.3,0.1,1,0.01,10,0.06,1,0.1,1
"17",1.16537147231823,0.0998193098155639,1.16159887128236,0.780365623176298,0.00963269054178145,0,70,2,1,1,0,0.3,0.1,1,0.01,10,0.06,1,1,1
"18",1.16537147231823,0.0998193098155639,1.33998556361063,6.67406133519883,0.015307621671258,0,44,1,1,1,0,0.3,0.1,1,0.01,10,0.06,1,10,1
"19",1.16537147231823,0.0998193098155639,0.0399662091983979,0.347716082631505,0.0436271808999082,0,14,2,1,1,0,0.3,0.1,1,0.03,0.1,0.06,1,0.1,1
"20",1.16537147231823,0.0998193098155639,0.241132463484903,1.01872327100208,0.0532139577594123,0,11,2,1,1,0,0.3,0.1,1,0.03,0.1,0.06,1,1,1
"21",1.16537147231823,0.0998193098155639,2.13985169849289,9.98292751971454,0.0555371900826446,0,10,1.5,1,1,0,0.3,0.1,1,0.03,0.1,0.06,1,10,1
"22",1.16537147231823,0.0998193098155639,0.294817979137513,0.59106471761513,0.0328650137741047,0,18,1,1,1,0,0.3,0.1,1,0.03,1,0.06,1,0.1,1
"23",1.16537147231823,0.0998193098155639,0.582962986957479,1.01200782200483,0.0367952249770432,0,17,2,1,1,0,0.3,0.1,1,0.03,1,0.06,1,1,1
"24",1.16537147231823,0.0998193098155639,2.23971153307311,9.53973813477275,0.0509641873278237,0,11,1,1,1,0,0.3,0.1,1,0.03,1,0.06,1,10,1
"25",1.16537147231823,0.0998193098155639,0.79430559747263,0.875107249565701,0.028989898989899,0,21,2,1,1,0,0.3,0.1,1,0.03,10,0.06,1,0.1,1
"26",1.16537147231823,0.0998193098155639,0.749818924526272,1.26771023344162,0.0288246097337006,0,22,2,1,1,0,0.3,0.1,1,0.03,10,0.06,1,1,1
"27",1.16537147231823,0.0998193098155639,1.97422407290444,8.44347052892176,0.0362809917355372,0,17.5,2,1,1,0,0.3,0.1,1,0.03,10,0.06,1,10,1
"28",1.16537147231823,0.0998193098155639,0.0241586685042567,0.225569706786709,0.0533608815426997,0,12,2,1,1,0,0.3,0.1,1,0.05,0.1,0.06,1,0.1,1
"29",1.16537147231823,0.0998193098155639,0.226007037619983,1.01481295844377,0.0588246097337006,0,11,2,1,1,0,0.3,0.1,1,0.05,0.1,0.06,1,1,1
"30",1.16537147231823,0.0998193098155639,2.46744319512438,10.5396384197179,0.0597337006427915,0,10,1,1,1,0,0.3,0.1,1,0.05,0.1,0.06,1,10,1
"31",1.16537147231823,0.0998193098155639,0.0398215288644025,0.2986722279633,0.0512213039485767,0,13,1,1,1,0,0.3,0.1,1,0.05,1,0.06,1,0.1,1
"32",1.16537147231823,0.0998193098155639,0.191207052291044,1.01737676601596,0.0519283746556474,0,13,1,1,1,0,0.3,0.1,1,0.05,1,0.06,1,1,1
"33",1.16537147231823,0.0998193098155639,2.31568887832668,10.5607571349689,0.0572819100091827,0,12,1,1,1,0,0.3,0.1,1,0.05,1,0.06,1,10,1
"34",1.16537147231823,0.0998193098155639,0.0687214090210191,0.448530463582158,0.0493021120293848,0,13,1,1,1,0,0.3,0.1,1,0.05,10,0.06,1,0.1,1
"35",1.16537147231823,0.0998193098155639,0.307169954220682,1.0521553053874,0.0494123048668503,0,12,2,1,1,0,0.3,0.1,1,0.05,10,0.06,1,1,1
"36",1.16537147231823,0.0998193098155639,2.78504852349698,9.73978264117688,0.0514784205693297,0,13,1,1,1,0,0.3,0.1,1,0.05,10,0.06,1,10,1
"37",1.16537147231823,0.0998193098155639,0.433684629081689,0.349260460615712,0.0103948576675849,0,62.5,2,1,1,0.2,0.3,0.1,0,0.01,NA,NA,1,0.1,1
"38",1.16537147231823,0.0998193098155639,0.69127875301255,0.551360066470126,0.0103030303030303,0,64,1,1,1,0.2,0.3,0.1,0,0.01,NA,NA,1,1,1
"39",1.16537147231823,0.0998193098155639,1.14658601838423,4.27745444786659,0.00987144168962351,0,67,1,1,1,0.2,0.3,0.1,0,0.01,NA,NA,1,10,1
"40",1.16537147231823,0.0998193098155639,0.0561890614052377,0.192087779405557,0.0291368227731864,0,23,1,1,1,0.2,0.3,0.1,0,0.03,NA,NA,1,0.1,1
"41",1.16537147231823,0.0998193098155639,0.154408092903456,0.559346463136592,0.0289807162534435,0,23,1,1,1,0.2,0.3,0.1,0,0.03,NA,NA,1,1,1
"42",1.16537147231823,0.0998193098155639,1.16502605672608,5.00111690771655,0.0293939393939394,0,21,2,1,1,0.2,0.3,0.1,0,0.03,NA,NA,1,10,1
"43",1.16537147231823,0.0998193098155639,0.0111907526469551,0.0813167042560861,0.0497796143250689,0,13,1,1,1,0.2,0.3,0.1,0,0.05,NA,NA,1,0.1,1
"44",1.16537147231823,0.0998193098155639,0.121266638561122,0.55078747276932,0.0497245179063361,0,13,2,1,1,0.2,0.3,0.1,0,0.05,NA,NA,1,1,1
"45",1.16537147231823,0.0998193098155639,1.29265341728718,5.53106772320678,0.0501285583103765,0,12,1,1,1,0.2,0.3,0.1,0,0.05,NA,NA,1,10,1
"46",1.16537147231823,0.0998193098155639,0.0253863554353503,0.0760352402151408,0.0317171717171717,0,28,2,1,1,0.2,0.3,0.1,1,0.01,0.1,0.06,1,0.1,1
"47",1.16537147231823,0.0998193098155639,0.0718098223749953,0.483086527112132,0.044297520661157,0,14,2,1,1,0.2,0.3,0.1,1,0.01,0.1,0.06,1,1,1
"48",1.16537147231823,0.0998193098155639,1.39182390688489,5.54654648111412,0.0464003673094582,0,11,1,1,1,0.2,0.3,0.1,1,0.01,0.1,0.06,1,10,1
"49",1.16537147231823,0.0998193098155639,0.403463483076476,0.364812586443593,0.0122222222222222,0,51,2,1,1,0.2,0.3,0.1,1,0.01,1,0.06,1,0.1,1
"50",1.16537147231823,0.0998193098155639,0.775903601143123,0.478955967413658,0.0133425160697888,0,48,1,1,1,0.2,0.3,0.1,1,0.01,1,0.06,1,1,1
"51",1.16537147231823,0.0998193098155639,1.04770006276527,3.9007746830419,0.0249862258953168,0,27,1,1,1,0.2,0.3,0.1,1,0.01,1,0.06,1,10,1
"52",1.16537147231823,0.0998193098155639,0.638985259917751,0.349616050909307,0.00953168044077135,0,70.5,2,1,1,0.2,0.3,0.1,1,0.01,10,0.06,1,0.1,1
"53",1.16537147231823,0.0998193098155639,0.712886357615421,0.538160084160078,0.0102662993572084,0,68.5,1,1,1,0.2,0.3,0.1,1,0.01,10,0.06,1,1,1
"54",1.16537147231823,0.0998193098155639,1.09752208500008,3.5747616830115,0.0116253443526171,0,60.5,1,1,1,0.2,0.3,0.1,1,0.01,10,0.06,1,10,1
"55",1.16537147231823,0.0998193098155639,0.010207964714025,0.0670950505393941,0.0427640036730946,0,19,2,1,1,0.2,0.3,0.1,1,0.03,0.1,0.06,1,0.1,1
"56",1.16537147231823,0.0998193098155639,0.103272783947049,0.537273616471343,0.0530027548209366,0,11,2,1,1,0.2,0.3,0.1,1,0.03,0.1,0.06,1,1,1
"57",1.16537147231823,0.0998193098155639,1.14257989134019,5.67040513232547,0.0549954086317723,0,11,1,1,1,0.2,0.3,0.1,1,0.03,0.1,0.06,1,10,1
"58",1.16537147231823,0.0998193098155639,0.0277000934618815,0.125549613900837,0.0302020202020202,0,23,2,1,1,0.2,0.3,0.1,1,0.03,1,0.06,1,0.1,1
"59",1.16537147231823,0.0998193098155639,0.12475374367298,0.504795664496026,0.0336730945821855,0,20,1,1,1,0.2,0.3,0.1,1,0.03,1,0.06,1,1,1
"60",1.16537147231823,0.0998193098155639,0.888228714845651,5.18030214183994,0.0466666666666667,0,13,1,1,1,0.2,0.3,0.1,1,0.03,1,0.06,1,10,1
"61",1.16537147231823,0.0998193098155639,0.0315871702623566,0.177585717277777,0.030376492194674,0,23,2,1,1,0.2,0.3,0.1,1,0.03,10,0.06,1,0.1,1
"62",1.16537147231823,0.0998193098155639,0.148239349504992,0.567903487920521,0.0304683195592287,0,21,1,1,1,0.2,0.3,0.1,1,0.03,10,0.06,1,1,1
"63",1.16537147231823,0.0998193098155639,0.843595181424776,5.00797109468093,0.0324885215794307,0,20,2,1,1,0.2,0.3,0.1,1,0.03,10,0.06,1,10,1
"64",1.16537147231823,0.0998193098155639,0.0076327731171035,0.0574271483266082,0.0532506887052342,0,13,1,1,1,0.2,0.3,0.1,1,0.05,0.1,0.06,1,0.1,1
"65",1.16537147231823,0.0998193098155639,0.131683063844486,0.555304803685166,0.0561340679522498,0,12,2,1,1,0.2,0.3,0.1,1,0.05,0.1,0.06,1,1,1
"66",1.16537147231823,0.0998193098155639,1.03670263280947,5.60080118666865,0.0589439853076217,0,10,1,1,1,0.2,0.3,0.1,1,0.05,0.1,0.06,1,10,1
"67",1.16537147231823,0.0998193098155639,0.0142080335241877,0.0908309741446038,0.0494214876033058,0,13,2,1,1,0.2,0.3,0.1,1,0.05,1,0.06,1,0.1,1
"68",1.16537147231823,0.0998193098155639,0.066118273313554,0.549250436245061,0.0516804407713499,0,13,1.5,1,1,0.2,0.3,0.1,1,0.05,1,0.06,1,1,1
"69",1.16537147231823,0.0998193098155639,1.21503464813585,5.55420109064708,0.0581818181818182,0,11,1,1,1,0.2,0.3,0.1,1,0.05,1,0.06,1,10,1
"70",1.16537147231823,0.0998193098155639,0.0139022850444311,0.0746994754244743,0.0505876951331497,0,11,1,1,1,0.2,0.3,0.1,1,0.05,10,0.06,1,0.1,1
"71",1.16537147231823,0.0998193098155639,0.113121617219816,0.529487206996363,0.0486776859504132,0,13,2,1,1,0.2,0.3,0.1,1,0.05,10,0.06,1,1,1
"72",1.16537147231823,0.0998193098155639,1.23596154908111,5.44796337811016,0.0504683195592286,0,14,2,1,1,0.2,0.3,0.1,1,0.05,10,0.06,1,10,1
"73",1.16537147231823,0.0998193098155639,0.219631882307759,0.529501096900153,0.00997245179063361,0,69,1,1,1,0.6,0.3,0.1,0,0.01,NA,NA,1,0.1,1
"74",1.16537147231823,0.0998193098155639,0.150659737211929,0.511564449162445,0.0101010101010101,0,66.5,2,1,1,0.6,0.3,0.1,0,0.01,NA,NA,1,1,1
"75",1.16537147231823,0.0998193098155639,0.462970567324138,1.16460117622267,0.0102112029384757,0,63,2,1,1,0.6,0.3,0.1,0,0.01,NA,NA,1,10,1
"76",1.16537147231823,0.0998193098155639,0.00255163442125252,0.140566431620791,0.0300918273645546,0,23,2,1,1,0.6,0.3,0.1,0,0.03,NA,NA,1,0.1,1
"77",1.16537147231823,0.0998193098155639,0.0203051685013822,0.223878474907212,0.0297153351698806,0,22,2,1,1,0.6,0.3,0.1,0,0.03,NA,NA,1,1,1
"78",1.16537147231823,0.0998193098155639,0.190068821265021,1.85988662597028,0.0295775941230487,0,21,1,1,1,0.6,0.3,0.1,0,0.03,NA,NA,1,10,1
"79",1.16537147231823,0.0998193098155639,0.00218912556939821,0.0350462436928997,0.0493755739210285,0,13,2,1,1,0.6,0.3,0.1,0,0.05,NA,NA,1,0.1,1
"80",1.16537147231823,0.0998193098155639,0.0187158974843188,0.252290910598102,0.0496418732782369,0,14,2,1,1,0.6,0.3,0.1,0,0.05,NA,NA,1,1,1
"81",1.16537147231823,0.0998193098155639,0.171102180785506,2.31782001477928,0.0502754820936639,0,12,1,1,1,0.6,0.3,0.1,0,0.05,NA,NA,1,10,1
"82",1.16537147231823,0.0998193098155639,0.00269991373211412,0.0426155218384748,0.0246648301193756,0,46,2,1,1,0.6,0.3,0.1,1,0.01,0.1,0.06,1,0.1,1
"83",1.16537147231823,0.0998193098155639,0.0149763326862567,0.156029144735908,0.0303122130394858,0,39,1,1,1,0.6,0.3,0.1,1,0.01,0.1,0.06,1,1,1
"84",1.16537147231823,0.0998193098155639,0.129965062767267,2.50605786408853,0.0465656565656566,0,14,1,1,1,0.6,0.3,0.1,1,0.01,0.1,0.06,1,10,1
"85",1.16537147231823,0.0998193098155639,0.0696078383118599,0.347238051047419,0.0142148760330578,0,45,2,1,1,0.6,0.3,0.1,1,0.01,1,0.06,1,0.1,1
"86",1.16537147231823,0.0998193098155639,0.124004555739013,0.385675917308785,0.0148943985307622,0,45,2,1,1,0.6,0.3,0.1,1,0.01,1,0.06,1,1,1
"87",1.16537147231823,0.0998193098155639,0.47358599329715,1.86679285214462,0.0178236914600551,0,38,1,1,1,0.6,0.3,0.1,1,0.01,1,0.06,1,10,1
"88",1.16537147231823,0.0998193098155639,0.318530074427684,0.513072517319922,0.00976124885215794,0,74.5,1,1,1,0.6,0.3,0.1,1,0.01,10,0.06,1,0.1,1
"89",1.16537147231823,0.0998193098155639,0.221244883742554,0.505829853495612,0.00996326905417814,0,68,2,1,1,0.6,0.3,0.1,1,0.01,10,0.06,1,1,1
"90",1.16537147231823,0.0998193098155639,0.487274271666908,1.48219056465316,0.0101561065197429,0,69,1,1,1,0.6,0.3,0.1,1,0.01,10,0.06,1,10,1
"91",1.16537147231823,0.0998193098155639,0.00180646395372001,0.0306926255830639,0.0375298438934803,0,22,1,1,1,0.6,0.3,0.1,1,0.03,0.1,0.06,1,0.1,1
"92",1.16537147231823,0.0998193098155639,0.0181879730632897,0.223862032401903,0.0419100091827365,0,18,1,1,1,0.6,0.3,0.1,1,0.03,0.1,0.06,1,1,1
"93",1.16537147231823,0.0998193098155639,0.149659715898997,2.32777887347934,0.053682277318641,0,12,2,1,1,0.6,0.3,0.1,1,0.03,0.1,0.06,1,10,1
"94",1.16537147231823,0.0998193098155639,0.00208886388365221,0.054643821218293,0.0313957759412305,0,23,2,1,1,0.6,0.3,0.1,1,0.03,1,0.06,1,0.1,1
"95",1.16537147231823,0.0998193098155639,0.0157453369896285,0.204280178913148,0.0315518824609734,0,21,1,1,1,0.6,0.3,0.1,1,0.03,1,0.06,1,1,1
"96",1.16537147231823,0.0998193098155639,0.17494394621176,1.96299993697035,0.0357300275482094,0,18,1,1,1,0.6,0.3,0.1,1,0.03,1,0.06,1,10,1
"97",1.16537147231823,0.0998193098155639,0.00232588500871906,0.112480062770355,0.0307621671258035,0,21,2,1,1,0.6,0.3,0.1,1,0.03,10,0.06,1,0.1,1
"98",1.16537147231823,0.0998193098155639,0.02040473665942,0.260782552731837,0.0301744719926538,0,22.5,2,1,1,0.6,0.3,0.1,1,0.03,10,0.06,1,1,1
"99",1.16537147231823,0.0998193098155639,0.178582118927162,1.69561511349265,0.0301744719926538,0,23,1,1,1,0.6,0.3,0.1,1,0.03,10,0.06,1,10,1
"100",1.16537147231823,0.0998193098155639,0.00172322493774187,0.0344982177538415,0.0519191919191919,0,13,2,1,1,0.6,0.3,0.1,1,0.05,0.1,0.06,1,0.1,1
"101",1.16537147231823,0.0998193098155639,0.0212474574214136,0.266384816930443,0.0533425160697888,0,13,1,1,1,0.6,0.3,0.1,1,0.05,0.1,0.06,1,1,1
"102",1.16537147231823,0.0998193098155639,0.209510458027566,2.41686346763572,0.058475665748393,0,11,1,1,1,0.6,0.3,0.1,1,0.05,0.1,0.06,1,10,1
"103",1.16537147231823,0.0998193098155639,0.00159319251087476,0.0284382585068755,0.0494214876033058,0,14,1.5,1,1,0.6,0.3,0.1,1,0.05,1,0.06,1,0.1,1
"104",1.16537147231823,0.0998193098155639,0.0162176878329971,0.198101773434048,0.0509366391184573,0,12,2,1,1,0.6,0.3,0.1,1,0.05,1,0.06,1,1,1
"105",1.16537147231823,0.0998193098155639,0.183897347913548,2.4842751453328,0.0531404958677686,0,13,1,1,1,0.6,0.3,0.1,1,0.05,1,0.06,1,10,1
"106",1.16537147231823,0.0998193098155639,0.00198889894577272,0.0445020898914369,0.0496969696969697,0,12.5,2,1,1,0.6,0.3,0.1,1,0.05,10,0.06,1,0.1,1
"107",1.16537147231823,0.0998193098155639,0.0163836621367284,0.208094711317679,0.0492745638200184,0,14,1,1,1,0.6,0.3,0.1,1,0.05,10,0.06,1,1,1
"108",1.16537147231823,0.0998193098155639,0.235087507678286,2.5901717135441,0.0499540863177227,0,13,1,1,1,0.6,0.3,0.1,1,0.05,10,0.06,1,10,1
"109",1.16537147231823,0.0998193098155639,1.16260792336002,0.0982533917927396,0.0100091827364555,0,70.5,1,1,2,0,0.3,0.1,0,0.01,NA,NA,1,0.1,1
"110",1.16537147231823,0.0998193098155639,1.18631484192666,0.829032770453172,0.0103673094582185,0,66.5,2,1,2,0,0.3,0.1,0,0.01,NA,NA,1,1,1
"111",1.16537147231823,0.0998193098155639,1.21470558839363,7.82265722222587,0.00955922865013774,0,71,1,1,2,0,0.3,0.1,0,0.01,NA,NA,1,10,1
"112",1.16537147231823,0.0998193098155639,0.619003022116682,0.858852659105482,0.030771349862259,0,21,1,1,2,0,0.3,0.1,0,0.03,NA,NA,1,0.1,1
"113",1.16537147231823,0.0998193098155639,0.512543180541384,1.21703701418551,0.0304499540863177,0,23,1,1,2,0,0.3,0.1,0,0.03,NA,NA,1,1,1
"114",1.16537147231823,0.0998193098155639,2.36248977833831,10.3475558128326,0.0297796143250689,0,23,2,1,2,0,0.3,0.1,0,0.03,NA,NA,1,10,1
"115",1.16537147231823,0.0998193098155639,0.0281153307322046,0.283202576554374,0.0490266299357208,0,13,2,1,2,0,0.3,0.1,0,0.05,NA,NA,1,0.1,1
"116",1.16537147231823,0.0998193098155639,0.273103498268683,1.02399535837449,0.049247015610652,0,13,1,1,2,0,0.3,0.1,0,0.05,NA,NA,1,1,1
"117",1.16537147231823,0.0998193098155639,2.96474043983602,10.2537556238285,0.0493204775022957,0,13,2,1,2,0,0.3,0.1,0,0.05,NA,NA,1,10,1
"118",1.16537147231823,0.0998193098155639,1.16666208787077,0.0738508873267688,0.0200275482093664,0,41,1,1,2,0,0.3,0.1,1,0.01,0.1,0.06,1,0.1,1
"119",1.16537147231823,0.0998193098155639,0.387222408911739,1.12218384976538,0.0416069788797062,0,11,1,1,2,0,0.3,0.1,1,0.01,0.1,0.06,1,1,1
"120",1.16537147231823,0.0998193098155639,2.45760581108542,9.84450564313998,0.0452708907254362,0,11,2,1,2,0,0.3,0.1,1,0.01,0.1,0.06,1,10,1
"121",1.16537147231823,0.0998193098155639,1.1636641257532,0.101250555995964,0.0105693296602388,0,66,1,1,2,0,0.3,0.1,1,0.01,1,0.06,1,0.1,1
"122",1.16537147231823,0.0998193098155639,1.15288436823669,0.653578345493646,0.0149770431588613,0,50,2,1,2,0,0.3,0.1,1,0.01,1,0.06,1,1,1
"123",1.16537147231823,0.0998193098155639,1.26630308329764,7.7018274933096,0.0281818181818182,0,20,1,1,2,0,0.3,0.1,1,0.01,1,0.06,1,10,1
"124",1.16537147231823,0.0998193098155639,1.15580613657854,0.0989245402109642,0.0100918273645546,0,69,2,1,2,0,0.3,0.1,1,0.01,10,0.06,1,0.1,1
"125",1.16537147231823,0.0998193098155639,1.18976696117239,0.776729483084698,0.00992653810835629,0,67.5,2,1,2,0,0.3,0.1,1,0.01,10,0.06,1,1,1
"126",1.16537147231823,0.0998193098155639,1.2499264911967,6.5248799574683,0.0152892561983471,0,45,2,1,2,0,0.3,0.1,1,0.01,10,0.06,1,10,1
"127",1.16537147231823,0.0998193098155639,0.0244529991951421,0.288312031856302,0.0442332415059688,0,14,1,1,2,0,0.3,0.1,1,0.03,0.1,0.06,1,0.1,1
"128",1.16537147231823,0.0998193098155639,0.275245763416162,1.05892890262538,0.0529935720844812,0,11,1,1,2,0,0.3,0.1,1,0.03,0.1,0.06,1,1,1
"129",1.16537147231823,0.0998193098155639,2.66090860131668,9.83365162667679,0.0547015610651974,0,11,2,1,2,0,0.3,0.1,1,0.03,0.1,0.06,1,10,1
"130",1.16537147231823,0.0998193098155639,0.668462662283711,0.578955603651075,0.0331129476584022,0,18,1,1,2,0,0.3,0.1,1,0.03,1,0.06,1,0.1,1
"131",1.16537147231823,0.0998193098155639,0.439727298921906,1.18023593468854,0.0367952249770432,0,15,2,1,2,0,0.3,0.1,1,0.03,1,0.06,1,1,1
"132",1.16537147231823,0.0998193098155639,2.35378835454408,9.76118986078389,0.0491643709825528,0,10,1,1,2,0,0.3,0.1,1,0.03,1,0.06,1,10,1
"133",1.16537147231823,0.0998193098155639,0.355469117301668,0.854582625035754,0.0296326905417814,0,21.5,1,1,2,0,0.3,0.1,1,0.03,10,0.06,1,0.1,1
"134",1.16537147231823,0.0998193098155639,0.463422596112562,1.25963673076966,0.0300183654729109,0,22,1,1,2,0,0.3,0.1,1,0.03,10,0.06,1,1,1
"135",1.16537147231823,0.0998193098155639,2.20579894160737,9.27358888443969,0.0358953168044077,0,18,1,1,2,0,0.3,0.1,1,0.03,10,0.06,1,10,1
"136",1.16537147231823,0.0998193098155639,0.0340649494876557,0.201198908409169,0.0547566574839302,0,11,2,1,2,0,0.3,0.1,1,0.05,0.1,0.06,1,0.1,1
"137",1.16537147231823,0.0998193098155639,0.212699758386912,1.01798671455682,0.0572910927456382,0,11,2,1,2,0,0.3,0.1,1,0.05,0.1,0.06,1,1,1
"138",1.16537147231823,0.0998193098155639,2.60000192168703,10.3021721272518,0.057842056932966,0,10,2,1,2,0,0.3,0.1,1,0.05,0.1,0.06,1,10,1
"139",1.16537147231823,0.0998193098155639,0.0419779229721775,0.30268821980279,0.0519100091827365,0,13,1,1,2,0,0.3,0.1,1,0.05,1,0.06,1,0.1,1
"140",1.16537147231823,0.0998193098155639,0.239592551266335,0.95211628001092,0.0531496786042241,0,12,2,1,2,0,0.3,0.1,1,0.05,1,0.06,1,1,1
"141",1.16537147231823,0.0998193098155639,2.07315463523352,9.6422126352583,0.0551056014692378,0,11,1,1,2,0,0.3,0.1,1,0.05,1,0.06,1,10,1
"142",1.16537147231823,0.0998193098155639,0.0599435785463132,0.376841116223691,0.0493847566574839,0,14,1,1,2,0,0.3,0.1,1,0.05,10,0.06,1,0.1,1
"143",1.16537147231823,0.0998193098155639,0.381847132576158,1.18582115154992,0.0498255280073462,0,13,2,1,2,0,0.3,0.1,1,0.05,10,0.06,1,1,1
"144",1.16537147231823,0.0998193098155639,2.68746290702938,9.96663619247692,0.0522865013774105,0,12,2,1,2,0,0.3,0.1,1,0.05,10,0.06,1,10,1
"145",1.16537147231823,0.0998193098155639,0.51098360634418,0.358528567901439,0.0101101928374656,0,67,1,1,2,0.2,0.3,0.1,0,0.01,NA,NA,1,0.1,1
"146",1.16537147231823,0.0998193098155639,0.753890501040916,0.53256852306867,0.00957759412304867,0,70,2,1,2,0.2,0.3,0.1,0,0.01,NA,NA,1,1,1
"147",1.16537147231823,0.0998193098155639,1.10312854779056,4.11656009792519,0.0102203856749311,0,69,1,1,2,0.2,0.3,0.1,0,0.01,NA,NA,1,10,1
"148",1.16537147231823,0.0998193098155639,0.0486418475689562,0.197830052536934,0.0299449035812672,0,21,1,1,2,0.2,0.3,0.1,0,0.03,NA,NA,1,0.1,1
"149",1.16537147231823,0.0998193098155639,0.161049024154414,0.579437835375748,0.0298347107438017,0,22,2,1,2,0.2,0.3,0.1,0,0.03,NA,NA,1,1,1
"150",1.16537147231823,0.0998193098155639,0.782981175809392,5.04420682153682,0.028870523415978,0,22,1,1,2,0.2,0.3,0.1,0,0.03,NA,NA,1,10,1
"151",1.16537147231823,0.0998193098155639,0.0157960116062889,0.0694753701961547,0.0481083562901745,0,14,2,1,2,0.2,0.3,0.1,0,0.05,NA,NA,1,0.1,1
"152",1.16537147231823,0.0998193098155639,0.110604860655802,0.545622985265362,0.0502295684113866,0,13,1,1,2,0.2,0.3,0.1,0,0.05,NA,NA,1,1,1
"153",1.16537147231823,0.0998193098155639,0.937639895240782,5.614341660223,0.0501469237832874,0,14,2,1,2,0.2,0.3,0.1,0,0.05,NA,NA,1,10,1
"154",1.16537147231823,0.0998193098155639,0.0174981907447818,0.0713917541412623,0.0313314967860422,0,28.5,2,1,2,0.2,0.3,0.1,1,0.01,0.1,0.06,1,0.1,1
"155",1.16537147231823,0.0998193098155639,0.100895799332034,0.509028131505502,0.044811753902663,0,13,1.5,1,2,0.2,0.3,0.1,1,0.01,0.1,0.06,1,1,1
"156",1.16537147231823,0.0998193098155639,1.01847001232849,5.68308448734233,0.0448301193755739,0,11,1,1,2,0.2,0.3,0.1,1,0.01,0.1,0.06,1,10,1
"157",1.16537147231823,0.0998193098155639,0.425610727420237,0.305128398652738,0.0120936639118457,0,55,1,1,2,0.2,0.3,0.1,1,0.01,1,0.06,1,0.1,1
"158",1.16537147231823,0.0998193098155639,0.765680413506824,0.45942059478772,0.0137098255280073,0,51.5,1,1,2,0.2,0.3,0.1,1,0.01,1,0.06,1,1,1
"159",1.16537147231823,0.0998193098155639,1.15521901643105,3.92849045674949,0.0242056932966024,0,26,1,1,2,0.2,0.3,0.1,1,0.01,1,0.06,1,10,1
"160",1.16537147231823,0.0998193098155639,0.554899100727128,0.364994194712735,0.00974288337924701,0,70.5,1,1,2,0.2,0.3,0.1,1,0.01,10,0.06,1,0.1,1
"161",1.16537147231823,0.0998193098155639,0.660586863515339,0.553958598109817,0.0103397612488522,0,63,2,1,2,0.2,0.3,0.1,1,0.01,10,0.06,1,1,1
