"","varbtwn_start","varwin_start","varbtwn_end","varwin_end","turnover","carriers","tenure_end","emps_end","optimize","cond","rep_no","b1","b2","b3","r0","r1","r2","s0","s1"
"1",1.06465620206696,0.0969111167769423,1.05589581246901,0.0877694723127805,0.0428191000918274,0.761290865271557,16.5,4,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,0.1
"2",1.06465620206696,0.0969111167769423,1.02157665216816,0.17162740514628,0.0530670339761249,0.883163151963893,13,6,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,0.2
"3",1.06465620206696,0.0969111167769423,0.912239942933939,0.265998521224795,0.0572727272727273,0.921799442950406,11,7,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,0.3
"4",1.06465620206696,0.0969111167769423,0.907785265936271,0.371921655861139,0.0599173553719008,0.943568219542759,10,7,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,0.4
"5",1.06465620206696,0.0969111167769423,0.842956395266384,0.455646961487863,0.0623048668503214,0.951477852212643,10,8,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,0.5
"6",1.06465620206696,0.0969111167769423,0.773863487476786,0.564158786187043,0.0624701561065197,0.958611987879777,10.5,8,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,0.6
"7",1.06465620206696,0.0969111167769423,0.677131145318431,0.659720067325301,0.0651056014692378,0.956794384894441,9,8,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,0.7
"8",1.06465620206696,0.0969111167769423,0.573859785059989,0.77209614260419,0.0645362718089991,0.965198236300834,9,8,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,0.8
"9",1.06465620206696,0.0969111167769423,0.444132303559627,0.855449255719596,0.0664646464646465,0.965577840780626,8.5,8.5,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,0.9
"10",1.06465620206696,0.0969111167769423,0.336871045938969,0.92223862044365,0.0675390266299357,0.963596934587361,9,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,1
"11",1.06465620206696,0.0969111167769423,0.291141679763603,0.94267470524245,0.0688337924701561,0.968730800303508,10,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,1.1
"12",1.06465620206696,0.0969111167769423,0.352325577232318,1.00921120163119,0.069366391184573,0.972063663381293,8,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,1.2
"13",1.06465620206696,0.0969111167769423,0.250877306883847,1.04918694761227,0.0678145087235996,0.969306539655742,9,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,1.3
"14",1.06465620206696,0.0969111167769423,0.272651059546144,1.08972459694487,0.0681634527089073,0.966284228616247,9,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,1.4
"15",1.06465620206696,0.0969111167769423,0.378657505406428,1.17388088205893,0.0681359044995409,0.966624790287679,8,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,1.5
"16",1.06465620206696,0.0969111167769423,0.335371754264455,1.12050099528491,0.0707162534435262,0.966344079096746,8,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,1.6
"17",1.06465620206696,0.0969111167769423,0.306121783607899,1.15748663773801,0.0693572084481175,0.972223673865683,8,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,1.7
"18",1.06465620206696,0.0969111167769423,0.362092918661381,1.17287889633995,0.0695133149678604,0.967578327551509,9,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,1.8
"19",1.06465620206696,0.0969111167769423,0.38099171661598,1.17492600342534,0.0687235996326905,0.971730987253179,9,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,1.9
"20",1.06465620206696,0.0969111167769423,0.443840313588888,1.21973534174514,0.0686868686868687,0.966946173560205,8,9,0,1,1,0,0.3,0.1,0.03,0.1,0.05,0.03,2
"21",1.06465620206696,0.0969111167769423,1.07345159508271,0.0808044848576927,0.0400918273645546,0,17,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,0.1
"22",1.06465620206696,0.0969111167769423,1.04170934248756,0.172285046239849,0.049862258953168,0,13,1,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,0.2
"23",1.06465620206696,0.0969111167769423,1.08641485217075,0.255224087252557,0.0550137741046832,0,11,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,0.3
"24",1.06465620206696,0.0969111167769423,1.05672740595407,0.35286696201698,0.0580716253443526,0,11,1,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,0.4
"25",1.06465620206696,0.0969111167769423,1.06860650879663,0.416623329053859,0.058989898989899,0,11,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,0.5
"26",1.06465620206696,0.0969111167769423,1.03807840948417,0.527979845053585,0.0609182736455464,0,10,1.5,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,0.6
"27",1.06465620206696,0.0969111167769423,1.07163223787265,0.637951393597734,0.0610468319559229,0,9,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,0.7
"28",1.06465620206696,0.0969111167769423,1.15998180803478,0.736954555256449,0.0633425160697888,0,10,1,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,0.8
"29",1.06465620206696,0.0969111167769423,1.131523450797,0.791225121616402,0.0648209366391185,0,9,1,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,0.9
"30",1.06465620206696,0.0969111167769423,1.12078201867187,0.89740416496892,0.0669880624426079,0,8,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,1
"31",1.06465620206696,0.0969111167769423,1.21198788079472,1.03603563070142,0.067208448117539,0,9.5,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,1.1
"32",1.06465620206696,0.0969111167769423,1.25018711550384,1.07592000662827,0.0677777777777778,0,8,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,1.2
"33",1.06465620206696,0.0969111167769423,1.06064133633058,1.16496126519519,0.0672635445362718,0,8,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,1.3
"34",1.06465620206696,0.0969111167769423,1.32784632796096,1.31836951105093,0.0666483011937557,0,8,1.5,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,1.4
"35",1.06465620206696,0.0969111167769423,1.28748373524942,1.40492585487972,0.0695408631772268,0,8,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,1.5
"36",1.06465620206696,0.0969111167769423,1.3905969509919,1.4506137045155,0.0690725436179982,0,9,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,1.6
"37",1.06465620206696,0.0969111167769423,1.28869456542231,1.64929307506557,0.0661524334251607,0,9,1,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,1.7
"38",1.06465620206696,0.0969111167769423,1.27772199230922,1.73922753116,0.0681175390266299,0,8,1,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,1.8
"39",1.06465620206696,0.0969111167769423,1.24314278035139,1.84163248977897,0.0668962350780533,0,8,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,1.9
"40",1.06465620206696,0.0969111167769423,1.60601190261083,1.85446890791535,0.0698255280073462,0,8,2,0,1,1,0,0.3,0.1,0.03,0.1,0.05,1,2
